gene,local_uniprot,local_protein_name,local_ec_number,local_mass_da,local_organism
GA0070618_3934,A0A1C4YFL4,Acyl-CoA synthetase,,65024,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3935,A0A1C4YFK8,Terpene synthase (EC 4.2.3.-),4.2.3.-,32542,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3936,A0A1C4YGQ1,TIGR03085 family protein,,24698,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3937,A0A1C4YFN3,"ABC-type multidrug transport system, ATPase and permease component",,66131,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3938,A0A1C4YFW4,"ABC-type multidrug transport system, ATPase and permease component",,64786,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3939,A0A1C4YFN7,DUF2470 domain-containing protein,,26820,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3940,A0A1C4YGV5,"Transcriptional regulator, TetR family",,21821,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3941,A0A1C4YFV6,Transport permease protein,,26607,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3942,A0A1C4YFW9,ABC-2 type transport system ATP-binding protein,,25644,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3943,A0A1C4YFX6,Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19),3.5.4.19,17508,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3944,A0A1C4YFY6,Anthranilate synthase component 1 (EC 4.1.3.27),4.1.3.27,54859,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3945,A0A1C4YFZ1,Tryptophan-associated transmembrane protein (Trp_oprn_chp),,20041,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3946,A0A1C4YG04,Uncharacterized protein,,9352,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3947,A0A1C4YG40,Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48),4.1.1.48,30120,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3948,A0A1C4YG46,Tryptophan synthase beta chain (EC 4.2.1.20),4.2.1.20,43568,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3949,A0A1C4YG60,Tryptophan synthase alpha chain (EC 4.2.1.20),4.2.1.20,27013,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3950,A0A1C4YG51,8-oxo-dGTP diphosphatase,,20910,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3951,A0A1C4YH88,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145),2.5.1.145,41933,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3952,A0A1C4YHA0,2-polyprenyl-6-methoxyphenol hydroxylase,,41960,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3953,A0A1C4YGD2,FR47-like protein,,29372,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3954,A0A1C4YG88,Glutamate synthase (NADH) large subunit,,168269,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3955,A0A1C4YGC1,Glutamate synthase (NADH) small subunit,,52508,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3956,A0A1C4YGJ5,ABC-type branched-subunit amino acid transport system substrate-binding protein,,99335,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3957,A0A1C4YGE2,GDSL-like Lipase/Acylhydrolase family protein,,27683,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3958,A0A1C4YGC7,FtsK/SpoIIIE family protein,,88216,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3959,A0A1C4YHH4,Uncharacterized protein,,27942,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3960,A0A1C4YGJ9,Uncharacterized protein,,28749,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3961,A0A1C4YGG6,Uncharacterized protein,,6389,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3962,A0A1C4YGI2,"Regulatory protein, gntR family",,7467,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3963,A0A1C4YGJ1,Uncharacterized protein,,14788,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3964,A0A1C4YGI7,Transposase,,30786,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3965,A0A1C4YGP9,Uncharacterized protein,,8940,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3966,A0A1C4YGL7,Uncharacterized protein,,21897,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3968,A0A1C4YGM7,AIPR protein,,78832,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3969,A0A1C4YGN5,Type I restriction enzyme endonuclease subunit (R protein) (EC 3.1.21.3),3.1.21.3,119935,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3970,A0A1C4YHU8,"Type I restriction enzyme, S subunit",,43277,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3971,A0A1C4YGR6,site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72),2.1.1.72,60317,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3972,A0A1C4YGT3,N-6 DNA methylase,,73349,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3974,A0A1C4YGT5,Uncharacterized protein,,18442,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3975,A0A1C4YH03,TerD domain,,77867,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3976,A0A1C4YGV6,SH3 domain-containing protein,,10940,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3977,A0A1C4YGZ8,Uncharacterized protein,,6328,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3978,A0A1C4YH71,Uncharacterized protein,,15287,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3979,A0A1C4YGZ2,"Membrane protein TerC, possibly involved in tellurium resistance",,29301,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3980,A0A1C4YHA2,Dihydrofolate reductase,,18683,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3981,A0A1C4YH57,"Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold",,27052,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3982,A0A1C4YI83,Peptidase inhibitor family I36,,20393,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3983,A0A1C4YI92,Predicted oxidoreductase,,31735,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3984,A0A1C4YH62,Choline dehydrogenase,,56807,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3985,A0A1C4YHG0,Uncharacterized protein,,7764,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3986,A0A1C4YHB7,Pyruvate kinase (EC 2.7.1.40),2.7.1.40,51301,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3987,A0A1C4YIE5,Acyl-CoA thioesterase-2,,32144,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3988,A0A1C4YH99,"Transcriptional regulator, BadM/Rrf2 family",,16841,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3989,A0A1C4YHD0,Aromatic-L-amino-acid decarboxylase,,51595,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3990,A0A1C4YHE3,Cellulose binding domain-containing protein,,79373,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3991,A0A1C4YHE0,"Luciferase family oxidoreductase, group 1",,36770,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3992,A0A1C4YHG2,"Transcriptional regulator, AsnC family",,16865,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3993,A0A1C4YHG3,Methionine-gamma-lyase,,40364,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3994,A0A1C4YHH3,Uncharacterized conserved protein,,12798,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3995,A0A1C4YIL2,"RNA polymerase, sigma subunit, ECF family",,44121,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3996,A0A1C4YHI2,DOD-type homing endonuclease domain-containing protein,,23213,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3998,A0A1C4YHJ3,Response regulator receiver and ANTAR domain protein,,22504,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_3999,A0A1C4YHK2,Uncharacterized protein,,39535,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4000,A0A1C4YHL2,Branched-chain amino acid transport system substrate-binding protein,,39297,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4001,A0A1C4YHM8,"Amino acid/amide ABC transporter membrane protein 1, HAAT family",,33173,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4002,A0A1C4YHT1,Branched-chain amino acid transport system permease protein,,40679,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4003,A0A1C4YHU3,Branched-chain amino acid transport system ATP-binding protein,,31305,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4004,A0A1C4YHZ4,"Amino acid/amide ABC transporter ATP-binding protein 2, HAAT family",,25554,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4005,A0A1C4YHS3,Polar amino acid transport system substrate-binding protein,,31197,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4006,A0A1C4YHS2,"Amino acid ABC transporter membrane protein, PAAT family",,35976,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4007,A0A1C4YHU9,Polar amino acid transport system ATP-binding protein,,30615,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4008,A0A1C4YHY5,DNA polymerase I (EC 2.7.7.7),2.7.7.7,98293,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4009,A0A1C4YI14,DNA-binding protein,,16485,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4010,A0A1C4YI42,Hypervirulence associated protein TUDOR domain-containing protein,,8286,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4011,A0A1C4YHZ7,"Endonuclease, Uma2 family (Restriction endonuclease fold)",,20254,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4012,A0A1C4YI96,Methyltransferase domain-containing protein,,29569,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4013,A0A1C4YI78,Small subunit ribosomal protein S1,,55017,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4014,A0A1C4YI34,Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase),2.7.1.24,42720,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4015,A0A1C4YI84,Type VII secretion protein EccB,,63355,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4016,A0A1C4YI94,UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B),,79617,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4017,A0A1C4YIF6,Helix-turn-helix domain-containing protein,,31722,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4018,A0A1C4YI85,3-oxoacyl-[acyl-carrier protein] reductase,,26484,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4019,A0A1C4YI67,Heme-degrading monooxygenase HmoA,,15433,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4020,A0A1C4YI99,Tellurite resistance protein TerC,,36742,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4021,A0A1C4YIF7,NlpC/P60 family protein,,33812,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4022,A0A1C4YIJ6,Dipeptide epimerase (EC 5.1.1.-),5.1.1.-,38231,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4023,A0A1C4YID9,Protein-tyrosine phosphatase,,28729,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4024,A0A1C4YJL8,Uncharacterized membrane protein YhhN,,23140,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4025,A0A1C4YIG8,Beta-lactamase class A,,29711,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4026,A0A1C4YIP3,Large ribosomal subunit assembly factor BipA (EC 3.6.5.-) (GTP-binding protein BipA),3.6.5.-,68434,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4027,A0A1C4YIJ3,Undecaprenyl-diphosphatase,,54630,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4028,A0A1C4YIT0,Transglycosylase SLT domain-containing protein,,30633,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4029,A0A1C4YIQ0,DUF839 domain-containing protein,,52681,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4030,A0A1C4YIT3,Putative drug exporter of the RND superfamily,,73201,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4031,A0A1C4YIZ4,"DNA-binding transcriptional regulator, MarR family",,19410,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4032,A0A1C4YIT6,Xaa-Pro dipeptidyl-peptidase C-terminal domain-containing protein,,59482,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4033,A0A1C4YIT9,Cold-shock DNA-binding protein family,,7322,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4034,A0A1C4YIT5,Predicted nicotinamide N-methyase,,25046,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4035,A0A1C4YIZ3,"Membrane protein DedA, SNARE-associated domain",,21247,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4036,A0A1C4YJ69,Uncharacterized protein,,7516,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4037,A0A1C4YJ94,"Glyoxylase, beta-lactamase superfamily II",,23295,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4038,A0A1C4YIZ9,Maleylpyruvate isomerase,,25329,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4039,A0A1C4YJ08,Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-),3.6.1.-,36279,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4040,A0A1C4YJ58,UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A),,107489,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4041,A0A1C4YJ39,Cytochrome bc1 complex Rieske iron-sulfur subunit (Cytochrome bc1 reductase complex subunit QcrA) (Rieske iron-sulfur protein),,15454,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4042,A0A1C4YJF9,Acyl-homoserine lactone (AHL) acylase PvdQ,,114608,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4043,A0A1C4YJE6,"Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family",,32780,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4044,A0A1C4YJ81,UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C),,71813,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4045,A0A1C4YJC6,Secreted protein,,16587,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4046,A0A1C4YJK8,Uncharacterized protein,,6234,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4047,A0A1C4YJI4,DNA helicase RecQ (EC 5.6.2.4),5.6.2.4,67108,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4048,A0A1C4YJE7,Carboxypeptidase regulatory-like domain-containing protein,,16459,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4049,A0A1C4YJP9,Serine protease (EC 3.4.21.-),3.4.21.-,32390,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4050,A0A1C4YJF5,UPF0042 nucleotide-binding protein,,34450,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4051,A0A1C4YJI1,Putative gluconeogenesis factor,,38165,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4052,A0A1C4YJU0,Probable cell division protein WhiA,,34909,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4053,A0A1C4YJU7,Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-),1.2.1.-,35334,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4054,A0A1C4YJL7,Phosphoglycerate kinase (EC 2.7.2.3),2.7.2.3,41648,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4055,A0A1C4YJX7,Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase),5.3.1.1,28039,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4056,A0A1C4YJW3,Protein-export membrane protein SecG,,9597,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4057,A0A1C4YJS8,6-phosphogluconolactonase (6PGL) (EC 3.1.1.31),3.1.1.31,26857,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4058,A0A1C4YK05,Glucose-6-phosphate dehydrogenase assembly protein OpcA,,36749,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4059,A0A1C4YK15,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),1.1.1.49,56146,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4060,A0A1C4YJS3,Glucose-6-phosphate isomerase (EC 5.3.1.9),5.3.1.9,56163,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4061,A0A1C4YL14,Transaldolase (EC 2.2.1.2),2.2.1.2,40776,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4062,A0A1C4YK22,transketolase (EC 2.2.1.1),2.2.1.1,76944,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4063,A0A1C4YJZ2,Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase),2.5.1.141,34097,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4064,A0A1C4YK76,Uncharacterized protein,,11727,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4065,A0A1C4YK58,"Glutathione synthase/RimK-type ligase, ATP-grasp superfamily",,32804,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4066,A0A1C4YK93,Cytochrome c oxidase assembly protein subunit 15,,33204,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4067,A0A1C4YK04,"Predicted transcriptional regulator, ArsR family",,26010,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4068,A0A1C4YK63,Iron-regulated ABC transporter membrane component SufB,,52889,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4069,A0A1C4YK74,Iron-regulated ABC transporter permease protein SufD,,41130,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4070,A0A1C4YK34,3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin subunit,,11273,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4071,A0A1C4YK98,Fe-S cluster assembly ATP-binding protein,,27681,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4072,A0A1C4YK54,cysteine desulfurase (EC 2.8.1.7),2.8.1.7,46661,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4073,A0A1C4YK64,Nitrogen fixation protein NifU,,16783,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4074,A0A1C4YKH2,Metal-sulfur cluster biosynthetic enzyme,,16223,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4075,A0A1C4YKD7,Arginine exporter protein ArgO,,20458,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4076,A0A1C4YK94,Actinobacteria/chloroflexi VLRF1 release factor domain-containing protein,,22682,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4077,A0A1C4YKA5,"DNA-binding transcriptional regulator, MerR family",,35713,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4078,A0A1C4YKB8,HEAT repeat protein,,24244,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4079,A0A1C4YKK3,Uncharacterized protein,,19097,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4080,A0A1C4YKL1,WD40-like Beta Propeller Repeat,,46564,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_4081,A0A1C4YKM1,DUF1963 domain-containing protein,,34214,Micromonospora echinospora (Micromonospora purpurea)
